character,dialogue,next_line
LANDO,will you join me for a little refreshment? [EOL],everyone's
LANDO,"everyone's invited, of course. [EOL]",having
LANDO,having trouble with you droid? [EOL],no.
HAN,no. no problem. why? [EOL],so
LANDO,"so you see, since we're a small operation, we don't fall into the...uh...jurisdiction of the empire. [EOL]",so
LEIA,so you're part of the mining guild then? [EOL],"no,"
LANDO,"no, not actually. our operation is small enough not to be noticed...which is advantageous for everybody since our customers are anxious to avoid attracting attention to themselves. [EOL]",aren't
HAN,aren't you afraid the empire's going to find out about this little operation and shut you down? [EOL],that's
LANDO,that's always been a danger looming like a shadow over everything we've built here. but things have developed that will insure security. i've just made a deal that will keep the empire out of here forever. [EOL],we
VADER,we would be honored if you would join us. [EOL],i
LANDO,i had no choice. they arrived right before you did. i'm sorry. [EOL],i'm
HAN,"i'm sorry, too. [EOL]","no,"
LUKE,"no, threepio's with them. [EOL]",just
LUKE,just hang on. we're almost there. [EOL],mmmm.
THREEPIO,"mmmm. oh, my. uh, i, uh -- take this off! i, uh, don't mean to intrude here. i, don't, no, no, no...please don't get up. no! [EOL]",stormtroopers?
THREEPIO,"stormtroopers? here? we're in danger. i must tell the others. oh, no! i've been shot! [EOL]",you
VADER,you may take captain solo to jabba the hut after i have skywalker. [EOL],he's
BOBA FETT,he's no good to me dead. [EOL],he
VADER,he will not be permanently damaged. [EOL],lord
LANDO,"lord vader, what about leia and the wookiee? [EOL]",they
VADER,they must never again leave this city. [EOL],that
LANDO,"that was never a condition of our agreement, nor was giving han to this bounty hunter! [EOL]",perhaps
VADER,perhaps you think you're being treated unfairly. [EOL],no.
LANDO,no. [EOL],good.
VADER,good. it would be unfortunate if i had to leave a garrison here. [EOL],this
LANDO,this deal's getting worse all the time. [EOL],"oh,"
THREEPIO,"oh, yes, that's very good. i like that. oh! something's not right because now i can't see. wait. wait! oh, my! what have you done? i'm backwards, you stupid furball. only an overgrown mophead like you would be stupid enough... [EOL]",i
HAN,i feel terrible. [EOL],why
LEIA,why are they doing this? [EOL],they
HAN,they never even asked me any questions. [EOL],lando.
LEIA,lando. [EOL],get
HAN,"get out of here, lando! [EOL]",shut
LANDO,shut up and listen! vader has agreed to turn leia and chewie over to me. [EOL],over
HAN,over to you? [EOL],they'll
LANDO,"they'll have to stay here, but at least they'll be safe. [EOL]",what
LEIA,what about han? [EOL],vader's
LANDO,vader's giving him to the bounty hunter. [EOL],vader
LEIA,vader wants us all dead. [EOL],he
LANDO,he doesn't want you at all. he's after somebody called skywalker. [EOL],luke?
HAN,luke? [EOL],lord
LANDO,lord vader has set a trap for him. [EOL],and
LEIA,and we're the bait. [EOL],"well,"
LANDO,"well, he's on his way. [EOL]",perfect.
HAN,"perfect. you fixed us all pretty good, didn't you? my friend! [EOL]",stop!
LANDO,"stop! i've done all i can do. i'm sorry i couldn't do better, but i have my own problems. [EOL]","yeah,"
HAN,"yeah, you're a real hero. [EOL]",you
LEIA,you certainly have a way with people. [EOL],this
VADER,"this facility is crude, but it should be adequate to freeze skywalker for his journey to the emperor. [EOL]",lord
IMPERIAL SOLDIER,"lord vader, ship approaching. x-wing class. [EOL]",good.
VADER,good. monitor skywalker and allow him to land. [EOL],lord
LANDO,"lord vader, we only use this facility for carbon freezing. if you put him in there, it might kill him. [EOL]",i
VADER,i do not want the emperor's prize damaged. we will test it...on captain solo. [EOL],if
THREEPIO,"if only you had attached my legs, i wouldn't be in this ridiculous position. now, remember, chewbacca, you have a responsibility to me, so don't do anything foolish. [EOL]",what's
HAN,what's going on...buddy? [EOL],you're
LANDO,you're being put into carbon freeze. [EOL],what
BOBA FETT,what if he doesn't survive? he's worth a lot to me. [EOL],the
VADER,the empire will compensate you if he dies. put him in! [EOL],"oh,"
THREEPIO,"oh, no! no, no, no! stop, chewbacca, stop...! [EOL]","stop,"
HAN,"stop, chewie, stop! do you hear me? stop! [EOL]","yes,"
THREEPIO,"yes, stop, please! i'm not ready to die. [EOL]",chewie!
HAN,"chewie! chewie, this won't help me. hey! [EOL]",save
HAN,save your strength. there'll be another time. the princess -- you have to take care of her. you hear me? [EOL],i
LEIA,i love you! [EOL],i
HAN,i know. [EOL],what...what's
THREEPIO,"what...what's going on? turn around, chewbacca, i can't see. oh...they've encased him in carbonite. he should be quite well-protected -- if he survives the freezing process, that is. [EOL]","well,"
VADER,"well, calrissian, did he survive? [EOL]","yes,"
LANDO,"yes, he's alive. and in perfect hibernation. [EOL]",he's
VADER,he's all yours bounty hunter. reset the chamber for skywalker. [EOL],skywalker
IMPERIAL OFFICER,"skywalker has just landed, my lord. [EOL]",good.
VADER,"good. see to it that he finds his way here. calrissian, take the princess and the wookiee to my ship. [EOL]",you
LANDO,you said they'd be left in the city under my supervision. [EOL],i
VADER,i am altering the deal. pray i don't alter it any further. [EOL],luke!
LEIA,"luke! luke, don't -- it's a trap! it's a trap! [EOL]",the
VADER,"the force is with you, young skywalker. but you are not a jedi yet. [EOL]",well
LANDO,well done. hold them in the security tower -- and keep it quiet. move. [EOL],what
LEIA,what do you think you're doing? [EOL],we're
LANDO,we're getting out of here. [EOL],i
THREEPIO,i knew all along it had to be a mistake. [EOL],do
LEIA,do you think that after what you did to han we're going to trust you? [EOL],i
LANDO,i had no choice... [EOL],what
THREEPIO,"what are you doing? trust him, trust him! [EOL]","oh,"
LEIA,"oh, so we understand, don't we, chewie? he had no choice. [EOL]",i'm
LANDO,i'm just trying to help... [EOL],we
LEIA,we don't need any of your help. [EOL],h-a-a-a...
LANDO,h-a-a-a... [EOL],it
THREEPIO,it sounds like han. [EOL],there's
LANDO,"there's still a chance to save han...i mean, at the east platform... [EOL]",chewie.
LEIA,chewie. [EOL],i'm
THREEPIO,"i'm terribly sorry about all this. after all, he's only a wookiee. [EOL]",put
BOBA FETT,put captain solo in the cargo hold. [EOL],artoo!
THREEPIO,artoo! artoo! where have you been? [EOL],turn
THREEPIO,"turn around, you wooly...! hurry, hurry! we're trying to save han from the bounty hunter! [EOL]","well,"
THREEPIO,"well, at least your still in one piece! look what happened to me! [EOL]","oh,"
THREEPIO,"oh, no! chewie, they're behind you! [EOL]",you
VADER,"you have learned much, young one. [EOL]",you'll
LUKE,you'll find i'm full of surprises. [EOL],your
VADER,"your destiny lies with me, skywalker. obi-wan knew this to be true. [EOL]",no!
LUKE,no! [EOL],all
VADER,all to easy. perhaps you are not as strong as the emperor thought. [EOL],impressive...most
VADER,impressive...most impressive. [EOL],obi-wan
VADER,obi-wan has taught you well. you have controlled your fear... now release your anger. [EOL],only
VADER,only your hatred can destroy me. [EOL],the
LANDO,the security codes has been changed! [EOL],"artoo,"
THREEPIO,"artoo, you can tell the computer to override the security system. [EOL]",attention!
LANDO,attention! this is lando calrissian. the empire has takes control of the city. i advise everyone to leave before more imperial troops arrive. [EOL],this
LANDO,this way. [EOL],don't
THREEPIO,don't blame me. i'm an interpreter. i'm not supposed to know a power socket from a computer terminal. [EOL],what
THREEPIO,"what are you talking about? we're not interested in the hyperdrive on the millennium falcon. it's fixed! just open the door, you stupid lump. [EOL]",i
THREEPIO,i never doubted you for a second. wonderful! [EOL],ouch!
THREEPIO,"ouch! oh! ah! that hurt, bend down, you thoughtless...ow! [EOL]",leia!
LANDO,leia! go! [EOL],i
THREEPIO,"i thought that hairy beast would be the end of me. of course, i've looked better. [EOL]",you
VADER,you are beaten. it is useless to resist. don't let yourself be destroyed as obi-wan did. [EOL],there
VADER,"there is no escape. don't make me destroy you. you do not yet realize your importance. you have only begun to discover you power. join me and i will complete your training. with our combined strength, we can end this destructive conflict and bring order to the galaxy. [EOL]",i'll
LUKE,i'll never join you! [EOL],if
VADER,if you only knew the power of the dark side. obi-wan never told you what happened to your father. [EOL],he
LUKE,he told me enough! he told me you killed him. [EOL],no.
VADER,no. i am your father. [EOL],no.
LUKE,no. no. that's not true! that's impossible! [EOL],search
VADER,search your feelings. you know it to be true. [EOL],no!
LUKE,no! no! no! [EOL],luke.
VADER,"luke. you can destroy the emperor. he has foreseen this. it is your destiny. join me, and we can rule the galaxy as father and son. come with me. it's the only way. [EOL]","ben...ben,"
LUKE,"ben...ben, please! [EOL]",ben.
LUKE,ben. leia! [EOL],hear
LUKE,hear me! leia! [EOL],luke...we've
LEIA,luke...we've got to go back. [EOL],i
LEIA,i know where luke is. [EOL],but
LANDO,but what about those fighter? [EOL],"chewie,"
LEIA,"chewie, just do it. [EOL]",but
LANDO,but what about vader? [EOL],all
LANDO,"all right, all right, all right. [EOL]",bring
VADER,bring my shuttle. [EOL],"look,"
LANDO,"look, someone's up there. [EOL]",it's
LEIA,"it's luke. chewie, slow down. slow down and we'll get under him. lando, open the top hatch. [EOL]",okay.
LEIA,"okay. easy, chewie. [EOL]",lando?
LEIA,lando? [EOL],"okay,"
LANDO,"okay, let's go. [EOL]","oh,"
LUKE,"oh, leia. [EOL]",all
LANDO,"all right, chewie. let's go. [EOL]",i'll
LEIA,i'll be back. [EOL],star
LEIA,star destroyer. [EOL],all
LANDO,"all right, chewie. ready for light-speed. [EOL]",if
LEIA,if your people fixed the hyperdrive. [EOL],all
LEIA,all the coordinates are set. it's now or never. [EOL],they
LANDO,they told me they fixed it. i trusted them to fix it. it's not my fault! [EOL],they'll
PIETT,"they'll be in range of our tractor beam in moments, lord. [EOL]",did
VADER,did your men deactivate the hyperdrive on the millennium falcon? [EOL],good.
VADER,good. prepare the boarding party and set for your weapons for stun. [EOL],noisy
THREEPIO,noisy brute. why don't we just go into light-speed? [EOL],we
THREEPIO,we can't? how would you know the hyperdrive is deactivated? [EOL],the
THREEPIO,"the city's central computer told you? artoo-detoo, you know better than to trust a strange computer. ouch! pay attention to what you're doing! [EOL]",luke.
VADER,luke. [EOL],father.
LUKE,father. [EOL],"son,"
VADER,"son, come with me. [EOL]","ben,"
LUKE,"ben, why didn't you tell me? [EOL]",it's
LUKE,it's vader. [EOL],luke...it
VADER,luke...it is your destiny. [EOL],alert
PIETT,alert all commands. ready for the tractor beam. [EOL],"artoo,"
THREEPIO,"artoo, come back at once! you haven't finished with me yet! you don't know how to fix the hyperdrive. chewbacca can do it. i'm standing here in pieces, and you're having delusions of grandeur! [EOL]","oh,"
THREEPIO,"oh, you did it! [EOL]","luke,"
LANDO,"luke, we're ready for takeoff. [EOL]",good
LUKE,"good luck, lando [EOL]",when
LANDO,"when we find jabba the hut and that bounty hunter, we'll contact you. [EOL]",i'll
LUKE,i'll meet you at the rendezvous point on tatooine. [EOL],"princess,"
LANDO,"princess, we'll find han. i promise. [EOL]","chewie,"
LUKE,"chewie, i'll be waiting for your signal. [EOL]",take
LUKE,"take care, you two. may the force be with you. [EOL]",ow!
LUKE,ow! [EOL],[EOL]
SHUTTLE CAPTAIN,"command station, this is st 321. code clearance blue. we're starting our approach. deactivate the security shield. [EOL]",the
DEATH STAR CONTROLLER,the security deflector shield will be deactivated when we have confirmation of your code transmission. stand by... you are clear to proceed. [EOL],we're
SHUTTLE CAPTAIN,we're starting our approach. [EOL],inform
OFFICER,inform the commander that lord vader's shuttle has arrived. [EOL],"yes,"
OPERATOR,"yes, sir. [EOL]",lord
JERJERROD,"lord vader, this is an unexpected pleasure. we're honored by your presence. [EOL]",you
VADER,"you may dispense with the pleasantries, commander. i'm here to put you back on schedule. [EOL]",i
JERJERROD,"i assure you, lord vader, my men are working as fast as they can. [EOL]",perhaps
VADER,perhaps i can find new ways to motivate them. [EOL],i
JERJERROD,"i tell you, this station will be operational as planned. [EOL]",the
VADER,the emperor does not share your optimistic appraisal of the situation. [EOL],but
JERJERROD,but he asks the impossible. i need more men. [EOL],then
VADER,then perhaps you can tell him when he arrives. [EOL],the
JERJERROD,the emperor's coming here? [EOL],that
VADER,"that is correct, commander. and he is most displeased with your apparent lack of progress. [EOL]",we
JERJERROD,we shall double our efforts. [EOL],i
VADER,"i hope so, commander, for your sake. the emperor is not as forgiving as i am. [EOL]",of
THREEPIO,"of course i'm worried. and you should be, too. lando calrissian and poor chewbacca never returned from this awful place. [EOL]",don't
THREEPIO,"don't be so sure. if i told you half the things i've heard about this jabba the hutt, you'd probably short-circuit. [EOL]","artoo,"
THREEPIO,"artoo, are you sure this is the right place? i better knock, i suppose. [EOL]",there
THREEPIO,there doesn't seem to be anyone there. let's go back and tell master luke. [EOL],tee
STRANGE VOICE,tee chuta hhat yudd! [EOL],goodness
THREEPIO,goodness gracious me! [EOL],artoo
THREEPIO,artoo detoowha bo seethreepiowha ey toota odd mischka jabba du hutt. [EOL],i
THREEPIO,"i don't think they're going to let us in, artoo. we'd better go. [EOL]","artoo,"
THREEPIO,"artoo, wait. oh, dear! artoo. artoo, i really don't think we should rush into all this. [EOL]","oh,"
THREEPIO,"oh, artoo! artoo, wait for me! [EOL]",just
THREEPIO,"just you deliver master luke's message and get us out of here. oh my! oh! oh, no. [EOL]",die
BIB,die wanna wanga! [EOL],"oh,"
THREEPIO,"oh, my! die wanna wauaga. we -- we bring a message to your master, jabba the hutt. [EOL]",...
THREEPIO,"... and a gift. gift, what gift? [EOL]",nee
BIB,nee jabba no badda. me chaade su goodie. [EOL],he
